id,date,temperature_C,humidity_percent,air_quality_index,occupant_count,system_age,noise_level_db,light_efficiency,light_level_lux,comfort_rating
385,20-01-2020,22.1,54.8,53,2,1.083333333,53,0.9675,312,3
386,21-01-2020,23.6,48.3,71,3,1.083333333,56,0.9675,314,4
387,22-01-2020,24,57.4,67,3,1.083333333,47,0.9675,316,3
388,23-01-2020,26.4,58.6,60,5,1.083333333,48,0.9675,318,4
389,24-01-2020,25.2,51.7,62,3,1.083333333,47,0.9675,319,4
390,25-01-2020,23,51.4,55,4,1.083333333,49,0.9675,321,4
391,26-01-2020,22.7,54.9,64,2,1.083333333,45,0.9675,323,3
392,27-01-2020,24.9,51.2,70,4,1.083333333,46,0.9675,326,4
393,28-01-2020,22.3,52.8,46,3,1.083333333,50,0.9675,328,4
394,29-01-2020,27.2,63.4,66,2,1.083333333,58,0.9675,330,3
395,30-01-2020,26.4,51.5,72,3,1.083333333,39,0.9675,332,4
396,31-01-2020,24,50.7,59,4,1.083333333,45,0.9675,334,4
397,01-02-2020,22.3,49,70,3,1.166666667,40,0.965,335,4
398,02-02-2020,27,55.7,92,3,1.166666667,54,0.965,338,3
399,03-02-2020,24.9,50.9,63,3,1.166666667,43,0.965,340,4
400,04-02-2020,27.1,48.3,68,3,1.166666667,39,0.965,343,4
401,05-02-2020,23,57.9,57,2,1.166666667,49,0.965,345,3
402,06-02-2020,24.6,58.2,66,3,1.166666667,55,0.965,348,3
403,07-02-2020,25.6,47.8,69,3,1.166666667,49,0.965,350,4
404,08-02-2020,25.8,41.3,67,3,1.166666667,47,0.965,353,4
405,09-02-2020,25.2,55.4,55,3,1.166666667,48,0.965,355,4
406,10-02-2020,27,46.7,67,3,1.166666667,53,0.965,358,4
407,11-02-2020,24.5,53.8,80,4,1.166666667,42,0.965,361,4
408,12-02-2020,26.1,39.8,70,3,1.166666667,45,0.965,364,4
409,13-02-2020,26.6,53.9,75,3,1.166666667,44,0.965,366,4
410,14-02-2020,27.3,43.1,64,4,1.166666667,40,0.965,369,4
411,15-02-2020,27.7,52.5,74,3,1.166666667,44,0.965,372,4
412,16-02-2020,25.1,48.7,69,2,1.166666667,51,0.965,375,4
413,17-02-2020,24.6,43.6,57,2,1.166666667,49,0.965,378,4
414,18-02-2020,28.9,46.1,70,1,1.166666667,49,0.965,381,4
415,19-02-2020,27.6,51.3,57,1,1.166666667,47,0.965,384,4
416,20-02-2020,26.1,48.2,61,1,1.166666667,49,0.965,387,4
417,21-02-2020,29.7,50.3,70,1,1.166666667,42,0.965,390,4
418,22-02-2020,27.6,57,71,4,1.166666667,44,0.965,393,4
419,23-02-2020,29.3,39,56,1,1.166666667,47,0.965,396,5
420,24-02-2020,27.8,54.7,79,2,1.166666667,47,0.965,399,4
421,25-02-2020,30.9,46.9,75,3,1.166666667,48,0.965,402,4
422,26-02-2020,30.5,41.6,62,2,1.166666667,45,0.965,405,5
423,27-02-2020,27.6,39.2,54,2,1.166666667,44,0.965,409,4
424,28-02-2020,29.5,44.6,68,1,1.166666667,62,0.965,412,4
425,29-02-2020,29.1,49.9,66,2,1.166666667,50,0.965,415,4
426,01-03-2020,30.3,44.4,50,1,1.25,48,0.9625,417,4
427,02-03-2020,26.9,52.4,47,1,1.25,45,0.9625,420,4
428,03-03-2020,29.5,37.3,36,0,1.25,44,0.9625,424,5
429,04-03-2020,30.2,44.2,47,0,1.25,45,0.9625,427,4
430,05-03-2020,26,37.8,48,0,1.25,47,0.9625,430,4
431,06-03-2020,27,45.6,55,0,1.25,37,0.9625,434,4
432,07-03-2020,25.8,48,46,1,1.25,38,0.9625,437,4
433,08-03-2020,28.5,41.2,62,0,1.25,43,0.9625,440,4
434,09-03-2020,30.1,30,38,0,1.25,47,0.9625,444,5
435,10-03-2020,31.3,43.7,60,1,1.25,45,0.9625,447,4
436,11-03-2020,29.3,44.7,50,0,1.25,53,0.9625,450,4
437,12-03-2020,31.7,44.3,57,0,1.25,39,0.9625,454,4
438,13-03-2020,27.3,48.2,52,0,1.25,42,0.9625,457,4
439,14-03-2020,26.8,36.4,60,0,1.25,54,0.9625,461,4
440,15-03-2020,29.4,44.9,50,1,1.25,47,0.9625,464,4
441,16-03-2020,30.1,47.2,45,1,1.25,50,0.9625,467,4
442,17-03-2020,29.6,32.1,63,1,1.25,56,0.9625,471,4
443,18-03-2020,26.6,42.3,52,1,1.25,43,0.9625,474,4
444,19-03-2020,29.6,38,55,1,1.25,46,0.9625,478,4
445,20-03-2020,27.8,39.8,62,1,1.25,45,0.9625,481,4
446,21-03-2020,30.9,41.7,47,1,1.25,36,0.9625,485,5
447,22-03-2020,30.5,37.3,58,0,1.25,44,0.9625,488,4
448,23-03-2020,28.6,36.1,50,1,1.25,50,0.9625,492,4
449,24-03-2020,29.3,39.4,54,1,1.25,49,0.9625,495,4
450,25-03-2020,28.5,33.6,55,1,1.25,49,0.9625,498,4
451,26-03-2020,30,33.4,45,1,1.25,44,0.9625,502,5
452,27-03-2020,31.6,42,50,1,1.25,43,0.9625,505,4
453,28-03-2020,28.8,32.6,65,0,1.25,52,0.9625,509,4
454,29-03-2020,31,41.4,62,1,1.25,44,0.9625,512,4
455,30-03-2020,29.5,40.2,55,1,1.25,47,0.9625,516,4
456,31-03-2020,29.2,29,58,0,1.25,47,0.9625,519,4
457,01-04-2020,30.2,34,55,0,1.333333333,53,0.96,521,4
458,02-04-2020,28.9,43.2,66,1,1.333333333,51,0.96,524,4
459,03-04-2020,29.6,32.1,55,1,1.333333333,40,0.96,528,5
460,04-04-2020,28.7,34.4,59,1,1.333333333,40,0.96,531,4
461,05-04-2020,33.5,38.9,66,0,1.333333333,49,0.96,534,4
462,06-04-2020,30.6,40.3,52,0,1.333333333,46,0.96,538,4
463,07-04-2020,29.5,34.9,69,0,1.333333333,44,0.96,541,4
464,08-04-2020,30.9,32.9,48,0,1.333333333,51,0.96,544,5
465,09-04-2020,30.4,42.8,70,0,1.333333333,47,0.96,548,4
466,10-04-2020,30.3,44.2,56,1,1.333333333,46,0.96,551,4
467,11-04-2020,31.5,40.2,57,1,1.333333333,50,0.96,554,4
468,12-04-2020,31.8,35.6,46,0,1.333333333,44,0.96,557,5
469,13-04-2020,29.8,30.9,56,0,1.333333333,54,0.96,560,4
470,14-04-2020,29.8,30.6,52,0,1.333333333,42,0.96,563,5
471,15-04-2020,30.2,37.2,55,1,1.333333333,49,0.96,567,4
472,16-04-2020,27.2,36.5,59,1,1.333333333,53,0.96,570,4
473,17-04-2020,28.4,41.2,67,1,1.333333333,39,0.96,573,4
474,18-04-2020,32.7,37.3,62,1,1.333333333,44,0.96,576,5
475,19-04-2020,33.1,26.3,63,0,1.333333333,52,0.96,579,5
476,20-04-2020,30.3,38.9,53,1,1.333333333,52,0.96,582,4
477,21-04-2020,31.5,28.5,55,1,1.333333333,45,0.96,585,5
478,22-04-2020,31.1,31.4,74,1,1.333333333,42,0.96,588,4
479,23-04-2020,35,34.4,57,1,1.333333333,51,0.96,590,5
480,24-04-2020,32.2,43,74,1,1.333333333,52,0.96,593,4
481,25-04-2020,30.4,48.4,60,1,1.333333333,40,0.96,596,4
482,26-04-2020,29.1,35.7,62,1,1.333333333,40,0.96,599,4
483,27-04-2020,28.1,31.7,70,1,1.333333333,47,0.96,602,4
484,28-04-2020,30.8,35.1,71,1,1.333333333,49,0.96,604,4
485,29-04-2020,29.3,36.7,62,0,1.333333333,45,0.96,607,4
486,30-04-2020,28.3,30.5,60,1,1.333333333,49,0.96,610,4
487,01-05-2020,29.4,41,63,1,1.416666667,43,0.9575,611,4
488,02-05-2020,28.7,33,66,1,1.416666667,36,0.9575,614,4
489,03-05-2020,32.8,34.3,70,1,1.416666667,44,0.9575,616,5
490,04-05-2020,31.6,35,64,1,1.416666667,46,0.9575,619,4
491,05-05-2020,30.2,33.6,69,0,1.416666667,45,0.9575,621,4
492,06-05-2020,32.4,35.6,76,0,1.416666667,40,0.9575,623,4
493,07-05-2020,30.2,28.2,67,1,1.416666667,37,0.9575,626,5
494,08-05-2020,28.8,28.4,67,0,1.416666667,44,0.9575,628,4
495,09-05-2020,32.3,25.6,55,1,1.416666667,51,0.9575,630,5
496,10-05-2020,30.8,33.2,47,1,1.416666667,52,0.9575,633,5
497,11-05-2020,28.4,34.8,68,1,1.416666667,52,0.9575,635,4
498,12-05-2020,29.6,33.1,65,1,1.416666667,42,0.9575,637,4
499,13-05-2020,28.5,39.1,62,2,1.416666667,40,0.9575,639,4
500,14-05-2020,27.7,30.6,67,2,1.416666667,49,0.9575,641,4
501,15-05-2020,31,33.9,66,1,1.416666667,49,0.9575,643,4
502,16-05-2020,32.5,25.1,74,1,1.416666667,48,0.9575,645,5
503,17-05-2020,27.4,28.5,67,1,1.416666667,36,0.9575,647,4
504,18-05-2020,30.3,33.9,61,1,1.416666667,42,0.9575,649,4
505,19-05-2020,28.4,34.6,74,1,1.416666667,46,0.9575,651,4
506,20-05-2020,28.6,28.8,65,1,1.416666667,49,0.9575,652,4
507,21-05-2020,28.3,29.9,71,1,1.416666667,50,0.9575,654,4
508,22-05-2020,27.9,25,64,2,1.416666667,47,0.9575,656,4
509,23-05-2020,29.1,28.4,63,1,1.416666667,48,0.9575,657,4
510,24-05-2020,27.7,34.6,68,1,1.416666667,47,0.9575,659,4
511,25-05-2020,29.3,33,68,1,1.416666667,50,0.9575,660,4
512,26-05-2020,28.7,32.6,71,1,1.416666667,48,0.9575,662,4
513,27-05-2020,28.4,30.3,66,1,1.416666667,46,0.9575,663,4
514,28-05-2020,27.3,30.1,55,1,1.416666667,45,0.9575,664,4
515,29-05-2020,27.7,26.7,65,1,1.416666667,47,0.9575,666,4
516,30-05-2020,29.6,33.5,74,1,1.416666667,49,0.9575,667,4
517,31-05-2020,29.1,32.1,66,1,1.416666667,47,0.9575,668,4
518,01-06-2020,26.8,32.5,66,1,1.5,48,0.955,668,4
519,02-06-2020,28.3,27.4,76,1,1.5,53,0.955,669,4
520,03-06-2020,29.2,25,64,2,1.5,48,0.955,670,5
521,04-06-2020,25.5,35.5,58,1,1.5,43,0.955,671,4
522,05-06-2020,28.7,27.7,68,1,1.5,51,0.955,672,4
523,06-06-2020,26.8,25.8,66,2,1.5,39,0.955,672,4
524,07-06-2020,28.5,33.6,62,1,1.5,41,0.955,673,4
525,08-06-2020,26.4,28.2,68,1,1.5,48,0.955,674,4
526,09-06-2020,24.7,35.5,73,1,1.5,49,0.955,674,4
527,10-06-2020,24.9,33.3,69,1,1.5,40,0.955,675,4
528,11-06-2020,27.3,33.7,71,1,1.5,44,0.955,675,4
529,12-06-2020,27.5,25,82,2,1.5,43,0.955,676,4
530,13-06-2020,25.6,36.4,67,1,1.5,44,0.955,676,4
531,14-06-2020,27.8,31.7,71,1,1.5,51,0.955,677,4
532,15-06-2020,24.2,28.6,66,1,1.5,50,0.955,677,4
533,16-06-2020,26.5,31.2,64,1,1.5,46,0.955,677,4
534,17-06-2020,24.7,25,66,1,1.5,43,0.955,677,4
535,18-06-2020,25.4,32.7,66,2,1.5,39,0.955,677,4
536,19-06-2020,26.3,25.6,72,2,1.5,53,0.955,677,4
537,20-06-2020,24.8,25,86,2,1.5,49,0.955,677,4
538,21-06-2020,25.4,25,65,1,1.5,43,0.955,677,4
539,22-06-2020,27.4,36.6,67,1,1.5,50,0.955,677,4
540,23-06-2020,24.9,28,69,2,1.5,46,0.955,677,4
541,24-06-2020,26.9,38.9,73,1,1.5,45,0.955,677,4
542,25-06-2020,23.8,28.6,72,2,1.5,48,0.955,677,4
543,26-06-2020,26.2,25,79,1,1.5,42,0.955,676,4
544,27-06-2020,27.4,26,53,2,1.5,44,0.955,676,5
545,28-06-2020,21.4,37.8,53,1,1.5,47,0.955,675,4
546,29-06-2020,23.8,31,66,1,1.5,44,0.955,675,4
547,30-06-2020,25.7,29.2,78,1,1.5,50,0.955,674,4
548,01-07-2020,24.4,32.8,59,2,1.583333333,56,0.9525,672,4
549,02-07-2020,25.2,34.7,49,1,1.583333333,42,0.9525,671,4
550,03-07-2020,23.6,37.9,74,1,1.583333333,38,0.9525,671,4
551,04-07-2020,24.5,39.7,71,1,1.583333333,36,0.9525,670,4
552,05-07-2020,24,30.8,62,1,1.583333333,46,0.9525,669,4
553,06-07-2020,25.8,26.1,63,1,1.583333333,43,0.9525,668,4
554,07-07-2020,24.3,30.8,63,2,1.583333333,47,0.9525,667,4
555,08-07-2020,24.3,34.3,71,1,1.583333333,47,0.9525,666,4
556,09-07-2020,23,28.4,65,1,1.583333333,38,0.9525,665,4
557,10-07-2020,22.8,28.6,74,1,1.583333333,37,0.9525,664,4
558,11-07-2020,22.7,35.2,50,1,1.583333333,48,0.9525,662,4
559,12-07-2020,23.8,33.4,64,1,1.583333333,47,0.9525,661,4
560,13-07-2020,22.5,34,62,1,1.583333333,44,0.9525,660,4
561,14-07-2020,23.4,30.2,68,1,1.583333333,38,0.9525,658,4
562,15-07-2020,26,33,66,2,1.583333333,49,0.9525,657,4
563,16-07-2020,24,29.7,75,1,1.583333333,53,0.9525,655,4
564,17-07-2020,22.1,39,56,1,1.583333333,48,0.9525,654,4
565,18-07-2020,24.2,39.9,69,2,1.583333333,42,0.9525,652,4
566,19-07-2020,21.7,25.7,73,2,1.583333333,46,0.9525,651,4
567,20-07-2020,19.1,30.5,82,2,1.583333333,39,0.9525,649,4
568,21-07-2020,20.5,27.8,66,2,1.583333333,52,0.9525,647,4
569,22-07-2020,19.1,32.3,71,2,1.583333333,47,0.9525,645,3
570,23-07-2020,21.2,35.3,56,2,1.583333333,37,0.9525,643,4
571,24-07-2020,21.6,28.7,52,2,1.583333333,45,0.9525,642,4
572,25-07-2020,24,31.5,75,2,1.583333333,49,0.9525,640,4
573,26-07-2020,21.8,31.3,69,2,1.583333333,45,0.9525,638,4
574,27-07-2020,20.9,37.6,77,2,1.583333333,45,0.9525,635,3
575,28-07-2020,22.3,37.1,59,1,1.583333333,40,0.9525,633,4
576,29-07-2020,17.6,33.4,72,1,1.583333333,49,0.9525,631,3
577,30-07-2020,21.2,38.1,81,1,1.583333333,43,0.9525,629,3
578,31-07-2020,21.8,34.7,71,1,1.583333333,35,0.9525,627,4
579,01-08-2020,18.3,36.3,70,2,1.666666667,44,0.95,623,3
580,02-08-2020,22.1,46.2,68,1,1.666666667,51,0.95,621,3
581,03-08-2020,20.8,44.8,57,2,1.666666667,44,0.95,619,4
582,04-08-2020,19.5,31.8,77,2,1.666666667,55,0.95,616,3
583,05-08-2020,21,42.7,63,2,1.666666667,48,0.95,614,4
584,06-08-2020,23.3,42.9,71,1,1.666666667,48,0.95,611,4
585,07-08-2020,20.1,33.3,56,2,1.666666667,46,0.95,609,4
586,08-08-2020,20,43.4,59,2,1.666666667,46,0.95,606,4
587,09-08-2020,18.8,47.2,77,1,1.666666667,45,0.95,603,3
588,10-08-2020,18.1,34.1,64,2,1.666666667,45,0.95,601,4
589,11-08-2020,20.5,35.4,76,2,1.666666667,49,0.95,598,4
590,12-08-2020,17.9,45.3,66,2,1.666666667,42,0.95,595,3
591,13-08-2020,19.1,41.8,53,2,1.666666667,41,0.95,593,4
592,14-08-2020,18.2,43.5,72,1,1.666666667,41,0.95,590,3
593,15-08-2020,19.5,42.7,62,2,1.666666667,57,0.95,587,3
594,16-08-2020,19.2,43.2,71,1,1.666666667,49,0.95,584,3
595,17-08-2020,20.1,34.9,66,2,1.666666667,48,0.95,581,4
596,18-08-2020,17.7,47,55,2,1.666666667,41,0.95,578,3
597,19-08-2020,17.9,47.8,66,2,1.666666667,49,0.95,575,3
598,20-08-2020,16.8,41.1,80,2,1.666666667,46,0.95,572,3
599,21-08-2020,17.5,42.3,68,2,1.666666667,47,0.95,569,3
600,22-08-2020,18.6,35.1,64,2,1.666666667,41,0.95,566,4
601,23-08-2020,19,45.6,72,2,1.666666667,47,0.95,563,3
602,24-08-2020,16.4,46.1,66,2,1.666666667,44,0.95,560,3
603,25-08-2020,19,43.2,65,2,1.666666667,43,0.95,557,3
604,26-08-2020,19.6,49.4,56,2,1.666666667,50,0.95,554,3
605,27-08-2020,18.1,42.4,65,2,1.666666667,39,0.95,551,3
606,28-08-2020,20.2,47.1,71,2,1.666666667,49,0.95,547,3
607,29-08-2020,16.1,39.4,57,2,1.666666667,50,0.95,544,3
608,30-08-2020,15.3,44.7,73,2,1.666666667,42,0.95,541,3
609,31-08-2020,15,44.2,62,2,1.666666667,42,0.95,538,3
610,01-09-2020,19.2,46.4,56,2,1.75,45,0.9475,533,3
611,02-09-2020,17.9,43.7,69,2,1.75,48,0.9475,530,3
612,03-09-2020,16.7,45.2,60,2,1.75,46,0.9475,526,3
613,04-09-2020,17.1,50.2,67,2,1.75,49,0.9475,523,3
614,05-09-2020,15,44.2,59,2,1.75,55,0.9475,520,3
615,06-09-2020,20.2,38.6,61,2,1.75,44,0.9475,516,4
616,07-09-2020,16.7,55.6,64,2,1.75,38,0.9475,513,3
617,08-09-2020,16.6,54,63,2,1.75,51,0.9475,510,3
618,09-09-2020,17.4,40.9,47,2,1.75,55,0.9475,506,3
619,10-09-2020,17,51.1,52,2,1.75,48,0.9475,503,3
620,11-09-2020,16.5,45.4,66,2,1.75,41,0.9475,499,3
621,12-09-2020,15,49.5,59,2,1.75,46,0.9475,496,3
622,13-09-2020,16.7,49.9,56,2,1.75,41,0.9475,493,3
623,14-09-2020,18.8,47.5,50,2,1.75,50,0.9475,489,3
624,15-09-2020,17.9,45,52,2,1.75,40,0.9475,486,4
625,16-09-2020,18.2,45.7,45,2,1.75,45,0.9475,482,4
626,17-09-2020,15,44.8,58,2,1.75,41,0.9475,479,3
627,18-09-2020,15,45.5,55,2,1.75,47,0.9475,475,3
628,19-09-2020,15.4,49.5,52,2,1.75,45,0.9475,472,3
629,20-09-2020,15.7,46.5,57,2,1.75,47,0.9475,469,3
630,21-09-2020,17.2,53.8,60,2,1.75,47,0.9475,465,3
631,22-09-2020,15,58,72,2,1.75,41,0.9475,462,3
632,23-09-2020,17.7,47.9,47,2,1.75,50,0.9475,458,3
633,24-09-2020,15.1,52.3,65,2,1.75,46,0.9475,455,3
634,25-09-2020,15,53.8,64,2,1.75,41,0.9475,451,3
635,26-09-2020,15,53.9,51,2,1.75,58,0.9475,448,3
636,27-09-2020,15,52.2,58,2,1.75,49,0.9475,445,3
637,28-09-2020,16.4,55.7,53,2,1.75,46,0.9475,441,3
638,29-09-2020,15.3,54.6,57,2,1.75,53,0.9475,438,3
639,30-09-2020,15,46.3,66,2,1.75,56,0.9475,434,3
640,01-10-2020,15,57,59,2,1.833333333,46,0.945,430,3
641,02-10-2020,15,57.3,59,2,1.833333333,48,0.945,426,3
642,03-10-2020,17.5,49.3,52,2,1.833333333,42,0.945,423,3
643,04-10-2020,15,53.5,44,2,1.833333333,46,0.945,420,3
644,05-10-2020,15,57,53,2,1.833333333,45,0.945,416,3
645,06-10-2020,15,52.7,62,2,1.833333333,47,0.945,413,3
646,07-10-2020,15,59.3,43,2,1.833333333,48,0.945,410,3
647,08-10-2020,15,66,46,2,1.833333333,49,0.945,407,3
648,09-10-2020,15,50.5,55,2,1.833333333,48,0.945,403,3
649,10-10-2020,15,47.7,46,2,1.833333333,40,0.945,400,3
650,11-10-2020,16,56.3,48,2,1.833333333,42,0.945,397,3
651,12-10-2020,17.7,58.6,50,2,1.833333333,44,0.945,394,3
652,13-10-2020,16.6,54,43,2,1.833333333,45,0.945,391,3
653,14-10-2020,15,62.6,46,2,1.833333333,52,0.945,387,3
654,15-10-2020,15,48.8,57,2,1.833333333,41,0.945,384,3
655,16-10-2020,18.8,59.2,43,2,1.833333333,45,0.945,381,3
656,17-10-2020,15,52.9,41,2,1.833333333,51,0.945,378,3
657,18-10-2020,15,64.7,47,2,1.833333333,45,0.945,375,3
658,19-10-2020,15,66.2,56,2,1.833333333,49,0.945,372,2
659,20-10-2020,15.2,52.6,50,2,1.833333333,46,0.945,369,3
660,21-10-2020,15,53.8,48,2,1.833333333,48,0.945,366,3
661,22-10-2020,15,61,51,2,1.833333333,45,0.945,363,3
662,23-10-2020,15,55,38,2,1.833333333,50,0.945,361,3
663,24-10-2020,15,56.8,53,2,1.833333333,39,0.945,358,3
664,25-10-2020,15,57.3,52,2,1.833333333,45,0.945,355,3
665,26-10-2020,15,47.8,47,2,1.833333333,48,0.945,352,3
666,27-10-2020,15.2,57.4,57,2,1.833333333,49,0.945,349,3
667,28-10-2020,15,54.2,41,2,1.833333333,54,0.945,347,3
668,29-10-2020,17.4,55.3,57,2,1.833333333,45,0.945,344,3
669,30-10-2020,15,65.1,50,2,1.833333333,54,0.945,341,2
670,31-10-2020,16.9,51.8,46,2,1.833333333,43,0.945,339,3
671,01-11-2020,17.1,62.2,48,2,1.916666667,53,0.9425,335,3
672,02-11-2020,15,56.9,48,2,1.916666667,51,0.9425,333,3
673,03-11-2020,15,57,57,2,1.916666667,42,0.9425,330,3
674,04-11-2020,15,62.5,40,2,1.916666667,48,0.9425,328,3
675,05-11-2020,15,60.3,42,2,1.916666667,46,0.9425,325,3
676,06-11-2020,15,61.6,55,2,1.916666667,50,0.9425,323,3
677,07-11-2020,15,63.7,43,2,1.916666667,45,0.9425,321,3
678,08-11-2020,18.2,57.3,53,2,1.916666667,45,0.9425,318,3
679,09-11-2020,17.1,56,59,2,1.916666667,53,0.9425,316,3
680,10-11-2020,17.6,53.7,44,2,1.916666667,46,0.9425,314,3
681,11-11-2020,16.9,55.1,51,1,1.916666667,51,0.9425,312,3
682,12-11-2020,15,70,38,2,1.916666667,45,0.9425,310,3
683,13-11-2020,15.1,65.6,51,2,1.916666667,55,0.9425,308,2
684,14-11-2020,16.7,52.7,48,1,1.916666667,43,0.9425,306,3
685,15-11-2020,15,52.9,49,1,1.916666667,43,0.9425,304,3
686,16-11-2020,17.2,62,41,2,1.916666667,54,0.9425,302,3
687,17-11-2020,15.9,62.4,34,1,1.916666667,44,0.9425,300,3
688,18-11-2020,15.7,62.4,49,1,1.916666667,55,0.9425,300,3
689,19-11-2020,17.4,58.5,31,2,1.916666667,51,0.9425,300,3
690,20-11-2020,17.1,59.2,43,1,1.916666667,46,0.9425,300,3
691,21-11-2020,16,61.5,51,2,1.916666667,37,0.9425,300,3
692,22-11-2020,18.4,60.3,46,2,1.916666667,46,0.9425,300,3
693,23-11-2020,15.1,48.8,58,1,1.916666667,47,0.9425,300,3
694,24-11-2020,17.7,58.8,52,1,1.916666667,52,0.9425,300,3
695,25-11-2020,17.8,55.7,40,1,1.916666667,54,0.9425,300,3
696,26-11-2020,16.5,60.8,44,1,1.916666667,43,0.9425,300,3
697,27-11-2020,17.6,70,43,2,1.916666667,51,0.9425,300,3
698,28-11-2020,15.3,61.8,33,2,1.916666667,50,0.9425,300,3
699,29-11-2020,18.7,58.4,37,1,1.916666667,52,0.9425,300,3
700,30-11-2020,17.1,64.6,40,2,1.916666667,49,0.9425,300,3
701,01-12-2020,16.7,62.4,29,1,2,37,0.94,300,3
702,02-12-2020,19.1,62.1,44,2,2,46,0.94,300,3
703,03-12-2020,16.6,63,41,1,2,41,0.94,300,3
704,04-12-2020,15.7,70,31,2,2,46,0.94,300,3
705,05-12-2020,15.5,54.3,46,2,2,52,0.94,300,3
706,06-12-2020,18.9,62.3,48,2,2,48,0.94,300,3
707,07-12-2020,16.2,55.3,45,2,2,52,0.94,300,3
708,08-12-2020,20.8,62.6,41,2,2,48,0.94,300,3
709,09-12-2020,15.2,55.2,47,2,2,40,0.94,300,3
710,10-12-2020,21,57.7,48,2,2,35,0.94,300,4
711,11-12-2020,18.9,58.3,45,2,2,47,0.94,300,3
712,12-12-2020,18.5,64.6,37,1,2,46,0.94,300,3
713,13-12-2020,18,64.2,44,2,2,42,0.94,300,3
714,14-12-2020,19.5,53.3,51,1,2,38,0.94,300,3
715,15-12-2020,19,59.8,38,1,2,43,0.94,300,3
716,16-12-2020,20.8,55.9,57,1,2,46,0.94,300,3
717,17-12-2020,19.4,53.1,38,2,2,50,0.94,300,3
718,18-12-2020,19.6,58.2,43,1,2,48,0.94,300,3
719,19-12-2020,19,57.7,38,1,2,55,0.94,300,3
720,20-12-2020,19.6,70,43,1,2,41,0.94,300,3
721,21-12-2020,20.2,61.2,30,1,2,51,0.94,300,3
722,22-12-2020,17.3,52,38,1,2,47,0.94,300,3
723,23-12-2020,18,56,34,1,2,50,0.94,300,3
724,24-12-2020,21.3,63.8,43,1,2,44,0.94,300,3
725,25-12-2020,20.5,69.1,49,1,2,52,0.94,300,3
726,26-12-2020,20.1,50.6,46,2,2,48,0.94,300,3
727,27-12-2020,20.6,49,28,1,2,43,0.94,300,4
728,28-12-2020,21.2,67.6,56,1,2,47,0.94,300,3
729,29-12-2020,20,60.1,44,2,2,45,0.94,300,3
730,30-12-2020,19.8,53.7,36,1,2,49,0.94,300,3
731,31-12-2020,21.4,60.6,43,1,2,41,0.94,300,3
732,01-01-2021,19.6,44.7,43,1,2.083333333,47,0.9375,300,4
733,02-01-2021,21.8,57.8,37,1,2.083333333,49,0.9375,300,3
734,03-01-2021,18.8,59.3,43,2,2.083333333,47,0.9375,300,3
735,04-01-2021,23,62.1,38,2,2.083333333,53,0.9375,300,3
736,05-01-2021,22.3,52.3,39,1,2.083333333,51,0.9375,300,4
737,06-01-2021,22.2,57.6,37,1,2.083333333,47,0.9375,300,4
738,07-01-2021,23.4,52.4,32,2,2.083333333,48,0.9375,300,4
739,08-01-2021,24.5,58.2,43,2,2.083333333,48,0.9375,300,4
740,09-01-2021,23.7,52.3,46,2,2.083333333,49,0.9375,300,4
741,10-01-2021,19.6,54.5,46,1,2.083333333,38,0.9375,300,3
742,11-01-2021,20.5,51.4,48,1,2.083333333,45,0.9375,300,3
743,12-01-2021,21.7,59.5,45,1,2.083333333,39,0.9375,300,3
744,13-01-2021,22.8,60.4,38,1,2.083333333,53,0.9375,300,3
745,14-01-2021,23.7,54.7,48,1,2.083333333,46,0.9375,300,4
746,15-01-2021,21.9,55.9,33,1,2.083333333,46,0.9375,300,4
747,16-01-2021,23.4,48.3,36,1,2.083333333,51,0.9375,300,4
748,17-01-2021,22.2,53.9,36,1,2.083333333,49,0.9375,300,4
749,18-01-2021,22.5,54.9,50,1,2.083333333,41,0.9375,300,3
750,19-01-2021,21.5,68.1,50,1,2.083333333,46,0.9375,300,3
751,20-01-2021,22.3,49.2,46,1,2.083333333,45,0.9375,300,4
752,21-01-2021,21.8,61.9,50,1,2.083333333,38,0.9375,300,3
753,22-01-2021,22.5,59.4,37,1,2.083333333,43,0.9375,301,3
754,23-01-2021,25.7,55.6,46,1,2.083333333,46,0.9375,303,4
755,24-01-2021,22.8,62.8,43,1,2.083333333,46,0.9375,304,3
756,25-01-2021,28.4,55.6,49,1,2.083333333,39,0.9375,306,4
757,26-01-2021,25.3,55.5,43,1,2.083333333,52,0.9375,308,4
758,27-01-2021,25,53.1,41,1,2.083333333,46,0.9375,311,4
759,28-01-2021,23.5,59.2,48,1,2.083333333,47,0.9375,313,3
760,29-01-2021,26,58.4,50,1,2.083333333,49,0.9375,315,4
761,30-01-2021,24.2,49.6,39,1,2.083333333,43,0.9375,317,4
762,31-01-2021,25.4,45.9,43,1,2.083333333,49,0.9375,319,4
763,01-02-2021,29.2,51.2,37,1,2.166666667,45,0.935,320,4
764,02-02-2021,25.3,48,28,1,2.166666667,42,0.935,323,4
765,03-02-2021,27.3,51.5,46,1,2.166666667,50,0.935,325,4
766,04-02-2021,24.7,57.7,49,1,2.166666667,54,0.935,328,3
767,05-02-2021,25.8,49,47,1,2.166666667,50,0.935,330,4
768,06-02-2021,28.7,50.9,31,1,2.166666667,51,0.935,333,4
769,07-02-2021,25.2,51.1,43,1,2.166666667,44,0.935,335,4
770,08-02-2021,29,54.8,29,1,2.166666667,39,0.935,338,4
